Delta (sec)
12/07/20 16:04:48,17.956497
12/07/20 16:05:48,10.359738
12/07/20 16:05:48,13.012177
12/07/20 16:06:48,15.394994
12/07/20 16:06:48,10.356600
12/07/20 16:08:48,10.345980
12/07/20 16:09:48,15.418550
12/07/20 16:10:48,12.899701
12/07/20 16:10:48,10.342362
12/07/20 16:11:48,15.411597
12/07/20 16:12:48,15.422049
12/07/20 16:12:48,10.370076
12/07/20 16:13:48,15.418430
12/07/20 16:14:48,12.988744
12/07/20 16:15:48,10.347080
12/07/20 16:15:48,17.966810
12/07/20 16:16:48,15.424497
12/07/20 16:18:48,12.895543
12/07/20 16:18:48,17.824425
12/07/20 16:22:48,10.239095
12/07/20 16:22:48,15.295564
12/07/20 16:23:48,12.766831
12/07/20 16:27:48,10.321645
12/07/20 16:36:48,12.761103
12/07/20 16:38:48,10.235291
12/07/20 16:44:48,12.758703
12/07/20 16:45:48,10.232331
12/07/20 16:45:48,12.770702
12/07/20 16:49:48,10.359258
12/07/20 16:50:48,15.354076
12/07/20 16:52:48,10.285242
12/07/20 17:05:48,12.889429
12/07/20 17:07:48,10.341207
12/07/20 17:08:48,20.496595
12/07/20 17:09:48,10.360495
12/07/20 17:10:48,12.881110
12/07/20 17:11:48,17.943828
12/07/20 17:12:48,23.012421
12/07/20 17:14:48,10.353420
12/07/20 17:15:48,20.475567
12/07/20 17:17:48,25.547187
12/07/20 17:18:48,17.959324
12/07/20 17:21:48,10.359822
12/07/20 17:21:48,12.902378
12/07/20 17:22:48,10.447940
12/07/20 17:24:49,12.893353
12/07/20 17:25:49,12.887767
12/07/20 17:26:49,12.885652
12/07/20 17:27:49,12.900791
